,make,model,year,mileage,fuel,power,transmission,price
5203,Ford,Fiesta,2019,26463,Petrol,99,Manual,12999
5204,BMW,2,2021,2979,Petrol,134,Automatic,29999
5205,Audi,Q8,2020,6900,Petrol,592,Automatic,112995
5206,Hyundai,i20,2016,37998,Petrol,83,Manual,7890
5207,BMW,1,2018,18689,Petrol,134,Automatic,20925
5208,MINI,Mini,2018,18546,Petrol,134,Manual,14350
5209,Hyundai,IONIQ,2018,24323,Hybrid,140,Automatic,17625
5210,Subaru,XV,2019,18048,Petrol,154,Automatic,21200
5211,Ford,EcoSport,2018,14188,Petrol,123,Manual,15150
5212,Audi,RS3,2018,20545,Petrol,394,Automatic,41650
5213,Volkswagen,Polo,2018,49814,Petrol,94,Manual,12295
5214,Vauxhall,Mokka,2018,18156,Petrol,138,Manual,14995
5215,Volkswagen,Golf,2019,24005,Petrol,296,Automatic,31495
5216,Ford,Fiesta,2009,93000,Petrol,118,Manual,4000
5217,Jeep,Renegade,2018,22816,Petrol,148,Automatic,16700
5218,Hyundai,i20,2018,12230,Petrol,83,Manual,14750
5219,Ford,Fiesta,2014,65592,Petrol,123,Manual,6888
5220,MG,MG3,2016,16329,Petrol,106,Manual,6995
5221,Ford,Puma,2019,5909,Petrol,123,Manual,22999
5222,BMW,X1,2019,26370,Petrol,189,Automatic,23999
5223,Vauxhall,Corsa,2016,36401,Petrol,89,Automatic,9800
5224,MINI,Mini,2017,30466,Petrol,134,Manual,14800
5225,Vauxhall,Corsa,2018,20000,Petrol,89,Manual,10795
5226,Vauxhall,Astra,2019,10602,Petrol,104,Manual,13995
5227,Volkswagen,Polo,2020,6200,Petrol,79,Manual,16495
5228,Vauxhall,Mokka,2019,10300,Petrol,138,Manual,17495
5229,Vauxhall,Corsa,2019,5500,Petrol,89,Manual,11595
5230,Vauxhall,Astra,2018,27100,Petrol,104,Manual,11895
5231,Volkswagen,Polo,2017,23981,Petrol,59,Manual,11000
5232,Volvo,V40,2019,32589,Petrol,121,Automatic,20000
5233,ROVER,MG,2004,75150,Petrol,134,Manual,3950
5234,Volkswagen,Golf,2009,95000,Petrol,210,Automatic,8995
5235,Ford,Focus,2019,12417,Petrol,125,Manual,21495
5236,Fiat,500,2012,48000,Petrol,69,Manual,3295
5237,Vauxhall,Mokka,2015,59000,Petrol,138,Manual,8995
5238,Volkswagen,Golf,2009,154747,Diesel,105,Manual,3000
5239,Fiat,500,2011,21000,Petrol,69,Manual,4695
5240,Vauxhall,Corsa,2018,18740,Petrol,148,Manual,10995
5241,Peugeot,3008,2020,5869,Petrol,129,Automatic,31869
5242,Volkswagen,T-Roc,2018,24566,Petrol,113,Manual,19995
5243,Volkswagen,Golf,2016,62160,Hybrid,201,Automatic,16995
5244,Volkswagen,Polo,2016,53000,Petrol,89,Manual,8995
5245,Volkswagen,Polo,2017,29249,Petrol,89,Manual,11995
5246,Nissan,Juke,2019,10754,Petrol,115,Manual,19500
5247,Suzuki,Baleno,2019,19334,Petrol,111,Manual,10000
5248,Volkswagen,Polo,2017,8392,Petrol,59,Manual,12299
5249,Volkswagen,T-Roc,2019,11326,Petrol,113,Manual,22000
5250,Volkswagen,Golf,2016,51227,Diesel,182,Automatic,17440
5251,Peugeot,108,2019,19600,Petrol,71,Manual,9295
5252,Ford,Mondeo,2016,46000,Petrol,158,Automatic,11995
5253,BMW,Z,2006,58000,Petrol,338,Manual,19500
5254,Suzuki,Swift,2018,15000,Hybrid,110,Manual,11995
5255,Volkswagen,Polo,2016,39725,Petrol,59,Manual,8295
5256,Toyota,AYGO,2012,37890,Petrol,67,Manual,3995
5257,Audi,A3,2019,35130,Petrol,148,Manual,20990
5258,Kia,Pro,2020,18208,Petrol,201,Automatic,24000
5259,Vauxhall,Crossland,2021,350,Petrol,129,Manual,24490
5260,Mercedes-Benz,C-Class,2010,103000,Petrol,156,Automatic,5800
5261,Suzuki,Swift,2020,3122,Petrol,82,Automatic,15495
5262,Ford,Ka,2013,48994,Petrol,68,Manual,4995
5263,Ford,Focus,2008,112000,Petrol,125,Manual,2375
5264,Volkswagen,Polo,2016,48000,Petrol,189,Automatic,14495
5265,Abarth,500,2016,38892,Petrol,158,Manual,9980
5266,Volkswagen,Golf,2018,19400,Petrol,121,Manual,18000
5267,Toyota,Yaris,2009,75000,Petrol,99,Manual,3195
5268,Nissan,Juke,2019,20000,Petrol,111,Manual,12500
5269,Fiat,500,2016,33000,Petrol,69,Manual,7195
5270,Mercedes-Benz,A-Class,2018,22825,Petrol,221,Automatic,23999
5271,Peugeot,207,2010,97000,Petrol,72,Manual,2450
5272,Vauxhall,Corsa,2019,8891,Petrol,89,Manual,10999
5273,Smart,fortwo,2010,66000,Petrol,71,Automatic,2970
5274,Peugeot,107,2012,38000,Petrol,68,Manual,4190
5275,Peugeot,108,2018,2515,Petrol,71,Manual,9495
5276,Lexus,IS,2001,123000,Petrol,153,Automatic,2500
5277,Vauxhall,Meriva,2013,39000,Petrol,99,Manual,5350
5278,Ford,Ranger,2018,40000,Diesel,197,Manual,23000
5279,Ford,Ranger,2019,4000,Diesel,158,Manual,30000
5280,Suzuki,Swift,2018,18000,Hybrid,110,Manual,11595
5281,Skoda,Yeti,2017,10000,Petrol,109,Automatic,19200
5282,MINI,Mini,2016,23000,Petrol,134,Manual,14995
5283,Audi,A1,2015,48419,Petrol,123,Automatic,13695
5284,Ford,Puma,2020,5000,Petrol,153,Manual,24662
5285,Kia,Sportage,2018,20001,Petrol,130,Manual,19500
5286,Ford,Kuga,2017,39403,Petrol,148,Manual,15995
5287,Ford,Fiesta,2018,18388,Petrol,99,Automatic,15648
5288,Volkswagen,Polo,2015,40000,Petrol,59,Manual,8179
5289,Volkswagen,Golf,2017,60000,Petrol,121,Manual,13679
5290,Renault,Captur,2017,16400,Petrol,90,Manual,11379
5291,Vauxhall,Astra,2017,24400,Petrol,148,Automatic,11879
5292,BMW,2,2016,24900,Petrol,134,Manual,14479
5293,Volkswagen,Golf,2014,36500,Petrol,120,Automatic,9800
5294,Vauxhall,Corsa,2019,13419,Petrol,74,Manual,10495
5295,Volkswagen,Golf,2007,92000,Petrol,59,Manual,1990
5296,Mercedes-Benz,Cla,2013,67311,Diesel,170,Automatic,15150
5297,Citroen,C3,2019,19800,Petrol,109,Manual,11779
5298,Mercedes-Benz,C-Class,2016,84590,Hybrid,275,Automatic,16479
5299,Ford,EcoSport,2016,39400,Petrol,123,Manual,9979
5300,Volkswagen,Golf,2020,8700,Petrol,148,Automatic,23995
5301,Audi,A3,2021,2918,Petrol,148,Automatic,31700
5302,Ford,Ecosport,2015,39635,Petrol,123,Manual,9950
5303,Nissan,Micra,2014,87000,Petrol,79,Automatic,5500
5304,Audi,Q5,2018,11717,Petrol,248,Automatic,34900
5305,Vauxhall,Corsa,2018,69000,Petrol,74,Manual,7492
5306,Nissan,Qashqai,2018,48968,Petrol,113,Manual,17449
5307,Volkswagen,Polo,2014,19000,Petrol,89,Automatic,11995
5308,BMW,3,2016,62700,Hybrid,248,Automatic,15679
5309,Mercedes-Benz,CLA,2015,53800,Petrol,122,Automatic,17179
5310,BMW,X2,2019,15424,Petrol,189,Automatic,28000
5311,BMW,X1,2018,54744,Petrol,138,Manual,17300
5312,Mercedes-Benz,GLA-Class,2018,14098,Petrol,154,Manual,25300
5313,Audi,A4,2017,37235,Petrol,148,Manual,15100
5314,BMW,1,2018,21171,Petrol,335,Automatic,26200
5315,BMW,3,2015,29967,Petrol,181,Automatic,18300
5316,Honda,Civic,2009,63000,Petrol,138,Manual,3785
5317,Vauxhall,Crossland,2020,361,Petrol,128,Automatic,19914
5318,MINI,Mini,2019,30334,Petrol,189,Automatic,22349
5319,Audi,A4,2017,40079,Petrol,248,Automatic,26900
5320,Mercedes,COUPE,1999,6255,Petrol,389,Automatic,45000
5321,LAND,ROVER,2020,14970,Diesel,296,Automatic,61950
5322,FERRARI,488,2018,950,Petrol,660,Semi Automatic,174950
5323,Limited,Physically,2021,50,Electric,589,Automatic,102080
5324,1.0,Move,2019,5248,Petrol,59,Manual,10695
5325,I20,Mpi,2017,41897,Petrol,83,Manual,8495
5326,Qashqai,Hatchback,2017,5378,Petrol,163,Manual,16795
5327,2016,FORD,2016,12500,Petrol,410,Automatic,33500
5328,2018,18,2018,22500,Diesel,201,Automatic,29750
5329,2008,57,2008,112144,Diesel,75,Manual,2750
5330,2009,59,2009,85444,Petrol,168,Manual,5450
5331,2017,67,2017,81000,Diesel,101,Manual,10250
5332,BMW,3,2020,12940,Diesel,188,Manual,29945
5333,Mercedes-Benz,A,2016,42637,Diesel,134,Automatic,19000
5334,Abarth,595,2013,49000,Petrol,160,Manual,9990
5335,Mercedes-Benz,A,2017,39000,Diesel,107,Manual,15990
5336,Land,Rover,2014,62000,Diesel,258,Automatic,33999
5337,Citroen,C4,2011,130000,Diesel,91,Manual,2000
5338,Bentley,Continental,2016,15600,Petrol,521,Automatic,82950
5339,Vauxhall,Corsa,2016,27000,Petrol,74,Manual,8999
5340,Bentley,Continental,2008,70000,Petrol,550,Automatic,28999
5341,Bentley,Arnage,2008,22000,Petrol,500,Automatic,52950
5342,Land,Rover,2018,51700,Diesel,255,Automatic,46790
5343,Kia,Sorento,2017,23912,Diesel,197,Automatic,29400
5344,Mercedes-Benz,CLA,2016,53125,Petrol,375,Automatic,27750
5345,Skoda,Yeti,2009,102000,Diesel,140,Manual,5295
5346,Peugeot,3008,2019,5750,Diesel,129,Automatic,26750
5347,Mercedes-Benz,E,2019,32500,Diesel,191,Automatic,24850
5348,Honda,CR-V,2020,5843,Petrol,190,CVT,32750
5349,Honda,CR-V,2020,8744,Hybrid,144,CVT,33950
5350,Honda,CR-V,2020,8274,Hybrid,144,CVT,33950
5351,Honda,CR-V,2021,4000,Hybrid,144,CVT,34950
5352,Honda,Civic,2020,4376,Petrol,315,Manual,37950
5353,Ford,Mondeo,2015,29493,Diesel,148,Manual,13975
5354,Honda,CR-V,2020,7810,Hybrid,144,CVT,31950
5355,Honda,CR-V,2020,9057,Hybrid,144,CVT,35450
5356,BMW,2,2016,29493,Petrol,134,Automatic,18980
5357,Audi,A5,2021,5000,Diesel,161,Automatic,44980
5358,Audi,A3,2018,25655,Diesel,114,Automatic,21480
5359,Audi,A5,2019,5650,Petrol,188,Automatic,30980
5360,Audi,A4,2017,36521,Diesel,188,Manual,20980
5361,Audi,A5,2021,5000,Diesel,161,Automatic,44980
5362,Audi,TT,2017,11655,Petrol,394,Automatic,45980
5363,Audi,A6,2021,5000,Diesel,201,Automatic,59980
5364,Volvo,S60,2019,17999,Petrol,246,Automatic,27490
5365,Volvo,XC40,2018,44600,Diesel,188,Automatic,33950
5366,Nissan,Qashqai,2019,17690,Petrol,140,Manual,20686
5367,Volkswagen,Golf,2017,48896,Petrol,113,Automatic,13400
5368,Audi,Q3,2018,41143,Petrol,148,Manual,22780
5369,MINI,HATCHBACK,2015,56662,Petrol,134,Manual,10400
5370,Peugeot,2008,2020,17432,Petrol,99,Manual,21700
5371,Volkswagen,Polo,2015,41238,Petrol,89,Manual,9800
5372,Peugeot,208,2019,12496,Diesel,101,Manual,11900
5373,Audi,Q3,2018,27093,Petrol,148,Automatic,26150
5374,Volkswagen,Tiguan,2014,55461,Diesel,138,Manual,13199
5375,Volkswagen,T-roc,2018,12500,Petrol,113,Manual,22299
5376,Audi,Rs,2020,1840,Petrol,592,Automatic,118990
5377,MINI,HATCHBACK,2018,17000,Petrol,189,Manual,17743
5378,Volkswagen,Golf,2018,19954,Petrol,128,Manual,18599
5379,Land,Rover,2019,12466,Diesel,178,Automatic,42490
5380,BMW,X5,2017,23655,Diesel,255,Automatic,39490
5381,Audi,Q5,2018,49152,Diesel,188,Automatic,29490
5382,Audi,A1,2018,10334,Petrol,228,Manual,25990
5383,Audi,A5,2017,30066,Diesel,188,Manual,20990
5384,Audi,TT,2019,15004,Petrol,194,Automatic,28990
5385,Audi,A3,2018,12000,Petrol,148,Manual,19990
5386,Audi,Q7,2018,36732,Diesel,282,Automatic,47990
5387,Audi,Q5,2021,5000,Petrol,262,Automatic,41490
5388,Audi,A3,2020,8510,Diesel,114,Manual,28450
5389,Audi,Q5,2021,3568,Diesel,201,Automatic,51990
5390,LAND,ROVER,2017,42935,Diesel,237,Automatic,47000
5391,PORSCHE,TAYCAN,2021,9500,Electric,402,Automatic,90000
5392,BENTLEY,CONTINENTAL,2019,10906,Petrol,626,Automatic,158000
5393,LAND,ROVER,2018,36900,Diesel,237,Automatic,48750
5394,LAND,ROVER,2017,51354,Diesel,255,Automatic,44750
5395,MERCEDES-BENZ,SLC,2017,46250,Diesel,201,Automatic,22500
5396,BMW,X3,2015,28210,Diesel,255,Automatic,26500
5397,BMW,X5,2019,26667,Diesel,261,Automatic,55000
5398,BMW,3,2019,24768,Diesel,188,Automatic,33500
5399,BMW,X3,2019,18485,Diesel,188,Automatic,36000
5400,BMW,X3,2017,37554,Diesel,188,Automatic,23500
5401,BMW,4,2020,4517,Diesel,188,Automatic,32000
5402,MINI,HATCHBACK,2018,24400,Petrol,134,Automatic,18750
5403,MINI,HATCHBACK,2018,8065,Petrol,134,Manual,15250
5404,BMW,3,2021,8375,Diesel,188,Automatic,38750
5405,JAGUAR,XE,2017,21479,Petrol,197,Automatic,24000
5406,MINI,HATCHBACK,2017,29481,Petrol,134,Automatic,15500
5407,MINI,CLUBMAN,2019,9000,Petrol,134,Manual,22750
5408,BMW,1,2015,50000,Diesel,114,Manual,14200
5409,PORSCHE,911,2018,3993,Petrol,572,Automatic,150000
5410,BMW,1,2015,49817,Diesel,114,Manual,12000
5411,Seat,Leon,2019,17200,Petrol,188,Automatic,18499
5412,Ford,Fiesta,2018,43701,Petrol,99,Manual,11740
5413,Vauxhall,Corsa,2019,20344,Petrol,74,Manual,9795
5414,Land,Rover,2019,7446,Diesel,302,Automatic,57500
5415,Mercedes-Benz,C-Class,2001,170685,Petrol,129,Automatic,995
5416,Vauxhall,Corsa,2010,110000,Petrol,98,Manual,1975
5417,Mercedes-Benz,C,2020,7829,Petrol,503,Automatic,74480
5418,Audi,A7,2020,27915,Petrol,335,Automatic,39995
5419,Audi,TT,2018,21828,Petrol,394,Automatic,44790
5420,Hyundai,Tucson,2018,15012,Petrol,130,Manual,16390
5421,Ford,Ranger,2015,76651,Diesel,197,Manual,17480
5422,Audi,Q5,2019,16601,Petrol,241,Automatic,40500
5423,Ford,Fiesta,2020,10762,Petrol,123,Manual,17999
5424,Vauxhall,Corsa,2006,59000,Petrol,80,Manual,1495
5425,BMW,2,2015,51967,Petrol,322,Automatic,20500
5426,Audi,TT,2013,36004,Petrol,208,Automatic,13750
5427,Ford,Focus,2021,2949,Diesel,118,Automatic,25395
5428,BMW,4,2017,27991,Diesel,308,Automatic,26500
5429,Honda,Jazz,2018,9422,Petrol,101,CVT,14750
5430,Renault,Clio,2014,30660,Petrol,75,Manual,6995
5431,Vauxhall,Corsa,2020,14613,Petrol,74,Manual,12250
5432,BMW,M4,2018,35000,Petrol,444,Semi Automatic,39995
5433,Ford,Fiesta,2018,16458,Petrol,84,Manual,10989
5434,Renault,Megane,2021,12511,Hybrid,160,Automatic,29995
5435,Vauxhall,Adam,2019,5751,Petrol,69,Manual,11495
5436,Audi,A8,2021,2500,Diesel,282,Automatic,57990
5437,Audi,R8,2016,26542,Petrol,532,Automatic,86990
5438,SEAT,Arona,2018,16555,Diesel,114,Manual,14295
5439,Land,Rover,2011,59000,Diesel,313,Automatic,21950
5440,Kia,Sportage,2019,15645,Petrol,174,Automatic,25650
5441,Aston,Martin,2021,715,Petrol,527,Automatic,179995
5442,Bentley,Continental,1998,51000,Petrol,384,Automatic,65950
5443,Ford,Ka,2012,101000,Petrol,68,Manual,1950
5444,Suzuki,Alto,2014,32716,Petrol,68,Manual,3990
5445,2018,18,2018,90953,Diesel,118,Manual,13495
5446,2018,18,2018,66816,Diesel,125,Manual,16995
5447,2019,19,2019,6255,Hybrid,121,Automatic,14480
5448,2016,SEAT,2016,25000,Diesel,150,Manual,12995
5449,1,Series,2018,18800,Petrol,335,Automatic,25995
5450,5.0,V8,2020,4500,Petrol,567,Automatic,89980
5451,Ferrari,488,2016,15000,Petrol,660,Semi Automatic,155000
5452,Honda,NSX,1997,49500,Petrol,252,Automatic,51995
5453,Volkswagen,Golf,2018,38093,Petrol,306,Manual,24990
5454,Volkswagen,Golf,2019,23759,Petrol,113,Manual,15850
5455,Nissan,Micra,2021,4501,Petrol,91,Manual,14800
5456,Nissan,Juke,2021,5501,Petrol,115,Automatic,20500
5457,Nissan,Juke,2021,3901,Petrol,115,Automatic,21750
5458,Volkswagen,Tiguan,2021,8000,Petrol,315,Automatic,43999
5459,Mitsubishi,Eclipse,2019,28832,Petrol,161,Manual,17902
5460,Honda,CR-V,2021,4994,Hybrid,144,Automatic,38999
5461,Mercedes-Benz,A,2018,17625,Petrol,102,Automatic,20160
5462,Ford,EcoSport,2019,9130,Petrol,123,Manual,18849
5463,Ford,Fiesta,2020,4672,Petrol,123,Manual,19100
5464,Land,Rover,2002,99000,Diesel,136,Manual,6995
5465,Honda,CR-V,2004,125000,Petrol,148,Manual,2995
5466,Mercedes-Benz,C-Class,2010,70035,Diesel,170,Automatic,5995
5467,Volkswagen,Polo,2017,23123,Petrol,89,Manual,10998
5468,Skoda,Octavia,2020,11094,Petrol,148,Manual,21790
5469,Audi,TT,2015,59000,Petrol,227,Automatic,18495
5470,Honda,CR-Z,2012,46000,Hybrid,123,Manual,7499
5471,Land,Rover,2008,86000,Diesel,272,Automatic,9985
5472,Ford,Focus,2017,39710,Diesel,118,Manual,11999
5473,Audi,A3,2018,14954,Petrol,148,Automatic,19698
5474,Honda,Civic,2017,37332,Petrol,180,Manual,17498
5475,MINI,Mini,2017,77576,Petrol,228,Manual,15600
5476,Fiat,500,2010,90800,Petrol,69,Manual,2490
5477,Seat,Leon,2009,87000,Petrol,123,Manual,2495
5478,MINI,Mini,2017,41776,Petrol,189,Manual,16395
5479,Ford,Ka,2014,52381,Petrol,68,Manual,3995
5480,BMW,5,2010,109000,Petrol,402,Automatic,11494
5481,Renault,Kangoo,2016,70000,Diesel,75,Manual,6995
5482,Nissan,X-Trail,2006,102200,Petrol,162,Automatic,2890
5483,Mazda,CX-3,2017,52000,Petrol,118,Manual,11995
5484,Kia,Sportage,2017,26084,Petrol,130,Manual,15500
5485,Mercedes,benz,2021,5999,Diesel,148,Automatic,29990
5486,Citroen,C3,2017,25217,Petrol,80,Manual,8489
5487,Nissan,Qashqai,2010,66000,Petrol,117,Manual,5450
5488,Vauxhall,Corsa,2018,17646,Petrol,148,Manual,11700
5489,Toyota,Yaris,2020,3531,Petrol,110,Manual,15800
5490,Vauxhall,Zafira,2011,111000,Petrol,113,Manual,1795
5491,Skoda,Superb,2021,6500,Hybrid,215,Automatic,49999
5492,MINI,Mini,2018,34300,Petrol,134,Manual,14000
5493,Vauxhall,Corsa,2018,25700,Petrol,89,Manual,9500
5494,Fiat,500,2017,24474,Petrol,69,Manual,8150
5495,BMW,3,2003,115000,Petrol,168,Automatic,1995
5496,BMW,3,2001,102000,Petrol,168,Manual,2495
5497,Jaguar,XJR,2007,56060,Petrol,400,Automatic,19950
5498,MERCEDES-BENZ,GLA,2015,58531,Diesel,168,Automatic,19850
5499,Mercedes-Benz,GLC,2017,39226,Diesel,168,Automatic,29990
5500,Bentley,Flying,2020,14995,Petrol,626,Automatic,179895
5501,MERCEDES-BENZ,GLC,2019,27900,Diesel,168,Automatic,36500
5502,Ford,EcoSport,2018,8907,Petrol,123,Manual,15799
5503,Peugeot,RCZ,2011,59000,Petrol,156,Manual,6299
5504,Renault,Megane,2010,75500,Petrol,247,Manual,9795
5505,LAND,ROVER,2003,121000,Diesel,121,Manual,24850
5506,Ford,Fiesta,2019,9246,Petrol,99,Manual,14250
5507,BMW,M3,2017,9559,Petrol,444,Automatic,45000
5508,AUDI,R8,2014,35600,Petrol,424,Automatic,53000
5509,BMW,M4,2018,15582,Petrol,444,Automatic,41500
5510,LAND,ROVER,2019,13679,Diesel,302,Automatic,64000
5511,SEAT,Arona,2021,2699,Petrol,108,Automatic,20790
5512,Audi,A3,2015,41725,Petrol,148,Automatic,17495
5513,Nissan,Micra,2019,11353,Petrol,115,Manual,12495
5514,Nissan,Juke,2018,23609,Petrol,111,Manual,13495
5515,Ford,Grand,2011,58833,Petrol,123,Manual,7490
5516,Audi,Q5,2021,1565,Diesel,201,Automatic,44990
5517,Ford,EcoSport,2019,13908,Petrol,123,Manual,14990
5518,Mercedes-Benz,Glc,2018,17989,Diesel,168,Automatic,34450
5519,Audi,A4,2018,33218,Petrol,188,Semi Automatic,24995
5520,Audi,TT,2015,47991,Diesel,182,Manual,17495
5521,Audi,A4,2018,34668,Petrol,188,Automatic,23450
5522,BMW,1,2020,7647,Diesel,148,Automatic,24690
5523,Audi,Q5,2021,3500,Diesel,201,Automatic,42990
5524,Audi,E-tron,2020,6955,Electric,402,Automatic,71490
5525,Jaguar,F-PACE,2019,7529,Diesel,178,Automatic,38999
5526,Fiat,Panda,2015,21000,Petrol,69,Manual,5250
5527,Porsche,Macan,2019,6844,Petrol,349,Automatic,59900
5528,Porsche,Panamera,2018,29122,Hybrid,456,Automatic,74900
5529,BMW,Z4,2007,31000,Petrol,148,Manual,6990
5530,Volkswagen,Golf,2021,5000,Diesel,197,Automatic,33800
5531,Audi,RS3,2018,26915,Petrol,394,Automatic,43740
5532,Audi,Q3,2018,43000,Diesel,148,Manual,19480
5533,Audi,A6,2018,34000,Diesel,188,Automatic,26230
5534,Audi,A4,2019,47000,Diesel,148,Automatic,22500
5535,Audi,A4,2019,33000,Diesel,148,Automatic,22850
5536,McLaren,720S,2021,2000,Petrol,711,Automatic,229950
5537,MG,MG,2019,9944,Petrol,110,Automatic,12495
5538,2019,19,2019,34750,Diesel,209,Automatic,27500
5539,2019,69,2019,41000,Hybrid,219,Automatic,26995
5540,2016,66,2016,45000,Diesel,107,Manual,14895
5541,Ford,Focus,2019,8760,Diesel,118,Manual,18300
5542,Dacia,Sandero,2018,34093,Petrol,90,Manual,6870
5543,Audi,A3,2019,5632,Petrol,148,Automatic,25500
5544,SEAT,Arona,2018,16991,Diesel,114,Manual,14570
5545,Audi,Q2,2017,34000,Petrol,148,Automatic,19899
5546,Fiat,500,2011,71843,Petrol,85,Manual,3199
5547,Mitsubishi,ASX,2020,7500,Petrol,115,Manual,16449
5548,Ford,EcoSport,2019,11679,Petrol,138,Manual,17500
5549,Ford,EcoSport,2020,6250,Petrol,123,Manual,19789
5550,Suzuki,Vitara,2018,10407,Petrol,118,Manual,16050
5551,Audi,SQ5,2016,51642,Diesel,335,Automatic,33000
5552,Ford,Fiesta,2013,62400,Petrol,80,Manual,6000
5553,Ford,Mustang,2018,4503,Petrol,313,Automatic,39498
5554,Mercedes-Benz,CLA,2018,24830,Petrol,121,Automatic,23500
5555,Renault,Captur,2018,16399,Diesel,90,Automatic,15660
5556,Kia,Sportage,2020,9081,Petrol,174,Automatic,26000
5557,Audi,TT,2015,76160,Petrol,227,Automatic,17300
5558,Hyundai,I10,2019,12099,Petrol,65,Manual,8710
5559,Vauxhall,Crossland,2020,273,Petrol,128,Automatic,19290
5560,BMW,3,2017,24564,Diesel,255,Automatic,21600
5561,Dacia,Sandero,2018,19503,Petrol,90,Manual,7731
5562,Volkswagen,Golf,2018,26603,Diesel,182,Manual,21750
5563,Ford,Fiesta,2019,8815,Petrol,99,Manual,15310
5564,Ford,Ecosport,2018,6227,Petrol,123,Manual,17040
5565,Vauxhall,Grandland,2020,4919,Petrol,128,Manual,21240
5566,Ford,Fiesta,2018,45591,Petrol,123,Manual,11680
5567,Land,Rover,2016,54677,Diesel,178,Automatic,21880
5568,Ford,Focus,2019,13746,Petrol,276,Manual,26550
5569,Lexus,NX,2019,3521,Hybrid,194,Automatic,36700
5570,Vauxhall,Corsa,2018,34376,Petrol,89,Manual,8680
5571,Peugeot,108,2019,11735,Petrol,71,Manual,8170
5572,Kia,Picanto,2018,31054,Petrol,66,Manual,7584
5573,Kia,Sportage,2019,8044,Petrol,130,Manual,22280
5574,Lexus,RX,2021,8000,Hybrid,308,Manual,51450
5575,Hyundai,I10,2018,17589,Petrol,65,Manual,8060
5576,Vauxhall,Corsa,2017,12424,Petrol,74,Manual,9120
5577,BMW,Z4,2020,7331,Petrol,254,Automatic,38290
5578,Ford,Fiesta,2020,3729,Petrol,197,Manual,24395
5579,Citroen,C1,2010,75000,Petrol,67,Manual,2475
5580,Ford,Ranger,2015,101500,Diesel,148,Manual,13995
5581,Suzuki,Swift,2018,26818,Hybrid,88,Manual,11851
5582,Vauxhall,Mokka,2017,27500,Petrol,138,Manual,12995
5583,Mitsubishi,L200,2008,102000,Diesel,134,Automatic,6995
5584,Jaguar,X-TYPE,2009,95638,Diesel,130,Manual,2785
5585,Ford,Fiesta,2019,9219,Petrol,99,Manual,14200
5586,Mazda,MX-5,2019,9959,Petrol,181,Manual,21000
5587,DS,DS,2017,18525,Petrol,129,Manual,10712
5588,Skoda,Kamiq,2020,11317,Petrol,114,Manual,18399
5589,MINI,Mini,2018,28821,Petrol,134,Automatic,17699
5590,Volkswagen,Caddy,2016,76837,Diesel,101,Manual,9494
5591,Ford,Transit,2018,13928,Diesel,118,Manual,16994
5592,Ford,Ranger,2018,14185,Diesel,197,Automatic,24994
5593,Volkswagen,Transporter,2017,60439,Diesel,101,Manual,19994
5594,Ford,Transit,2014,64673,Diesel,99,Manual,15994
5595,Ford,Mondeo,2011,52000,Petrol,145,Manual,5499
5596,Vauxhall,Astra,2015,42177,Petrol,113,Manual,5299
5597,Nissan,Micra,2016,15352,Petrol,79,Automatic,10995
5598,2020/70,Porsche,2020,2929,Petrol,414,Manual,92950
5599,FERRARI,488,2020,1200,Petrol,711,Semi Automatic,295000
5600,BMW,E39,2002,29915,Petrol,189,Automatic,12995
5601,Vauxhall,Mokka,2017,20700,Petrol,138,Manual,13799
5602,Ford,Focus,2016,29214,Petrol,247,Manual,17995
5603,Vauxhall,ADAM,2016,18340,Petrol,69,Manual,8401
5604,Fiat,500,2018,8750,Petrol,69,Manual,9895
5605,Hyundai,i10,2018,11000,Petrol,65,Manual,8490
5606,Honda,Civic,2008,72400,Petrol,198,Manual,6590
5607,Suzuki,Vitara,2018,17344,Petrol,118,Automatic,15556
5608,Fiat,500,2014,44500,Petrol,160,Manual,10250
5609,MINI,Mini,2015,89000,Petrol,184,Manual,9999
5610,Fiat,500,2017,20000,Petrol,69,Manual,8000
5611,Vauxhall,Astra,2007,103052,Petrol,114,Manual,1995
5612,Ford,Fiesta,2008,61590,Petrol,80,Manual,2795
5613,Vauxhall,Corsavan,2012,71359,Diesel,94,Manual,3995
5614,Fiat,500,2012,65424,Petrol,69,Manual,3995
5615,Hyundai,ix20,2011,54083,Petrol,89,Manual,4995
5616,Peugeot,107,2013,68135,Petrol,68,Manual,2995
5617,Ford,Ka,2009,58231,Petrol,68,Manual,2495
5618,Ford,Ka,2011,81013,Petrol,68,Manual,2995
5619,Vauxhall,Astra,2007,133565,Petrol,140,Automatic,1995
5620,Vauxhall,Corsa,2017,59555,Petrol,202,Manual,8795
5621,Honda,Jazz,2009,106267,Petrol,98,Manual,2995
5622,Citroen,C4,2013,86125,Diesel,115,Manual,4495
5623,Renault,Megane,2010,105698,Diesel,106,Manual,2695
5624,Vauxhall,Corsa,2014,54364,Petrol,83,Manual,5195
5625,Vauxhall,Corsa,2012,90665,Petrol,64,Manual,2995
5626,Ford,Fiesta,2015,60511,Petrol,80,Manual,6295
5627,Ford,Ka,2009,48100,Petrol,68,Manual,2995
5628,Porsche,Boxster,2018,21950,Petrol,345,Automatic,49995
5629,Ford,Fiesta,2012,135362,Diesel,94,Manual,3695
